team,team-id,gol-done,gol-received,win,lost,draw
Cuba,4,14,10,3,3,7
Belize,0,2,10,0,3,1
Ethiopia,92,15,14,6,3,2
Sudan,114,10,11,3,6,0
Suriname,28,1,2,1,2,1
Zimbabwe,128,21,14,9,4,0
Ecuador,24,18,19,6,6,2
Puerto Rico,14,4,6,0,1,1
Malawi,108,17,22,3,6,5
Venezuela,30,15,32,3,10,1
Kazakhstan,49,12,13,5,4,0
Namibia,109,18,14,4,3,2
Gambia,94,4,9,0,3,5
Mauritania,107,4,9,0,3,4
Taiwan,74,3,12,1,5,0
Belarus,141,7,13,3,4,0
Paraguay,26,20,11,7,3,4
Denmark,145,11,17,3,5,3
Uruguay,29,12,7,4,3,3
Palestine,65,6,13,1,5,1
Kenya,98,17,19,3,8,5
Pakistan,62,0,16,0,4,0
Laos,54,2,30,1,6,0
Djibouti,88,7,29,0,6,2
Fiji,130,13,4,3,0,1
Papua New Guinea,133,4,19,0,4,0
Madagascar,104,9,5,4,3,2
New Caledonia,131,15,12,4,2,0
Solomon Islands,134,17,19,4,3,1
Sierra Leone,117,8,14,2,5,1
Guinea,95,25,18,8,3,2
Benin,81,6,12,1,3,1
Central African Republic,83,2,7,0,3,1
Chad,121,1,4,0,2,1
Liberia,101,8,5,3,2,1
Equatorial Guinea,103,3,10,0,4,0
Eritrea,91,4,12,1,3,2
Mali,105,13,16,3,3,2
Rwanda,112,16,13,6,3,3
Mozambique,106,5,8,2,4,2
Angola,78,19,11,5,2,4
Vanuatu,135,18,19,3,7,0
Somalia,119,1,14,0,4,1
Ukraine,174,6,7,3,2,0
Sri Lanka,56,7,13,2,3,3
Bangladesh,35,2,4,0,2,2
India,43,2,3,1,2,1
Saudi Arabia,67,28,16,8,4,4
Kyrgyzstan,50,0,9,0,4,0
Iraq,46,22,16,7,4,4
Burundi,79,12,10,4,4,1
Niger,110,0,7,0,2,0
Guyana,25,0,0,0,0,1
Indonesia,42,21,19,6,5,2
Cambodia,51,6,13,1,4,1
Tajikistan,70,16,2,1,1,0
