team,team-id,gol-done,gol-received,win,lost,draw
Ukraine,174,13,13,4,5,3
Italy,155,18,19,5,5,4
Togo,122,7,15,3,6,2
Latvia,160,11,12,2,5,2
Kazakhstan,49,6,13,1,4,2
Luxembourg,159,6,19,1,6,1
Macedonia,161,9,12,3,4,3
Madagascar,104,1,7,0,2,0
Colombia,21,16,3,6,1,1
Moldova,163,2,13,1,4,3
Belarus,141,8,11,3,3,2
Montenegro,162,18,5,5,0,2
New Zealand,132,27,14,8,2,3
Philippines,63,33,19,11,6,6
Malaysia,59,23,17,5,5,6
Poland,166,19,11,6,3,5
Portugal,167,17,12,6,3,5
Uruguay,29,12,18,2,3,5
Rwanda,112,10,22,2,7,5
Slovenia,172,11,14,2,4,2
Spain,146,42,5,13,0,3
Switzerland,142,19,11,6,2,1
Argentina,18,26,11,8,1,2
Tajikistan,70,7,12,2,3,1
Mozambique,106,9,11,3,4,3
Peru,27,10,16,3,5,4
Turkey,73,18,16,5,6,1
Slovakia,171,10,11,4,4,1
Costa Rica,3,20,11,5,4,4
Nepal,60,2,16,0,6,2
Mauritania,107,3,6,2,2,0
Sri Lanka,56,0,6,0,1,0
Lithuania,158,6,18,1,6,3
Kyrgyzstan,50,2,5,0,1,0
Vanuatu,135,8,9,1,2,0
New Caledonia,131,50,17,7,6,0
Central African Republic,83,7,5,3,1,1
Fiji,130,1,2,0,1,2
Solomon Islands,134,10,23,2,5,2
Papua New Guinea,133,2,4,0,2,1
Western Sahara,113,11,16,2,3,0
Northern Cyprus,39,19,4,2,2,0
Vietnam,75,11,10,4,4,2
Suriname,28,22,14,3,4,1
Yemen,77,8,22,1,10,0
South Sudan,115,2,9,0,3,1
Syria,68,14,13,3,3,5
Cambodia,51,3,12,0,4,1
Haiti,9,19,6,8,2,1
Laos,54,16,25,3,6,2
Bangladesh,35,2,7,0,1,2
Dominican Republic,5,15,10,5,2,2
Brunei,36,6,7,2,2,0
East Timor,72,10,7,2,3,0
Swaziland,120,2,2,1,1,1
Bhutan,37,0,5,0,1,0
Pakistan,62,0,4,0,1,0
Somalia,119,1,13,0,3,0
Eritrea,91,2,5,0,2,1
